unit_id	expected_status	first_pass_expected_status	label_source	text	rendered	note	conceptual_note
ja_cc_level2:0000000021:u0007:synthetic_review:004	Fix	Review	synthetic_bad_reading_injected	基本的にマンツーマンなのでその人にあった、その人だけの運動プログラムが組まれます。	基本的/キホンテキ に/ニ マンツーマン/マンツーマン な/ナ の/ノ で/デ その/ソノ 人/ジン に/ニ あっ/アッ た/タ 、/、 その/ソノ 人/ヒト だけ/ダケ の/ノ 運動/ウンドウ プログラム/プログラム が/ガ 組ま/クマ れ/レ ます/マス 。/。	Synthetic wrong reading for standalone 人. Original annotation had 人/ヒト; the eval row intentionally changes it to 人/ジン.	Manual split of Review: concrete yomi error is present and should be repairable from the available unit/context.
ja_cc_level2:0000000021:u0011:synthetic_review:005	Fix	Review	synthetic_bad_reading_injected	自分でトレーニングをするとついつい頑張りすぎてしまう人がいます。	自分/ジブン で/デ トレーニング/トレーニング を/ヲ する/スル と/ト ついつい/ツイツイ 頑張り/ガンバリ すぎ/スギ て/テ しまう/シマウ 人/ジン が/ガ い/イ ます/マス 。/。	Synthetic wrong reading for standalone 人. Original annotation had 人/ヒト; the eval row intentionally changes it to 人/ジン.	Manual split of Review: concrete yomi error is present and should be repairable from the available unit/context.
ja_cc_level2:0000000021:u0012:synthetic_review:006	Fix	Review	synthetic_bad_reading_injected	安易に自分の限界まで追い込むことがいいと思っている人もいるかもしれませんが、トレーニング方法を間違えていてはその効果も半減します。	安易/アンイ に/ニ 自分/ジブン の/ノ 限界/ゲンカイ まで/マデ 追い込む/オイコム こと/コト が/ガ いい/イイ と/ト 思っ/オモッ て/テ いる/イル 人/ジン も/モ いる/イル か/カ も/モ しれ/シレ ませ/マセ ん/ン が/ガ 、/、 トレーニング/トレーニング 方法/ホウホウ を/ヲ 間違え/マチガエ て/テ い/イ て/テ は/ハ その/ソノ 効果/コウカ も/モ 半減/ハンゲン し/シ ます/マス 。/。	Synthetic wrong reading for standalone 人. Original annotation had 人/ヒト; the eval row intentionally changes it to 人/ジン.	Manual split of Review: concrete yomi error is present and should be repairable from the available unit/context.
ja_cc_level2:0000000021:u0013:synthetic_review:007	Fix	Review	synthetic_bad_reading_injected	体質は人によっても違いますし、その人が目指すゴールによっても日々のトレーニングは変わってきます。	体質/タイシツ は/ハ 人/ジン に/ニ よっ/ヨッ て/テ も/モ 違い/チガイ ます/マス し/シ 、/、 その/ソノ 人/ヒト が/ガ 目指す/メザス ゴール/ゴール に/ニ よっ/ヨッ て/テ も/モ 日々/ヒビ の/ノ トレーニング/トレーニング は/ハ 変わっ/カワッ て/テ き/キ ます/マス 。/。	Synthetic wrong reading for standalone 人. Original annotation had 人/ヒト; the eval row intentionally changes it to 人/ジン.	Manual split of Review: concrete yomi error is present and should be repairable from the available unit/context.
ja_cc_level2:0000000021:u0014:synthetic_review:008	Fix	Review	synthetic_bad_reading_injected	どのようなトレーニングをすればその人にとって効率的なのか、それを考えてくれるのがパーソナルトレーナーなのです。	どのような/ドノヨウナ トレーニング/トレーニング を/ヲ すれ/スレ ば/バ その/ソノ 人/ジン に/ニ とっ/トッ て/テ 効率的/コウリツテキ な/ナ の/ノ か/カ 、/、 それ/ソレ を/ヲ 考え/カンガエ て/テ くれる/クレル の/ノ が/ガ パーソナル/パーソナル トレーナー/トレーナー な/ナ の/ノ です/デス 。/。	Synthetic wrong reading for standalone 人. Original annotation had 人/ヒト; the eval row intentionally changes it to 人/ジン.	Manual split of Review: concrete yomi error is present and should be repairable from the available unit/context.
ja_cc_level2:0000000021:u0016:synthetic_review:009	Fix	Review	synthetic_bad_reading_injected	筋肉をつけたい、ダイエットをしたい、とにかく健康になりたい、などパーソナルトレーニングを受ける目的は人それぞれです。	筋肉/キンニク を/ヲ つけ/ツケ たい/タイ 、/、 ダイエット/ダイエット を/ヲ し/シ たい/タイ 、/、 とにかく/トニカク 健康/ケンコウ に/ニ なり/ナリ たい/タイ 、/、 など/ナド パーソナル/パーソナル トレーニング/トレーニング を/ヲ 受ける/ウケル 目的/モクテキ は/ハ 人/ジン それぞれ/ソレゾレ です/デス 。/。	Synthetic wrong reading for standalone 人. Original annotation had 人/ヒト; the eval row intentionally changes it to 人/ジン.	Manual split of Review: concrete yomi error is present and should be repairable from the available unit/context.
ja_cc_level2:0000000021:u0024:synthetic_review:010	Fix	Review	synthetic_bad_reading_injected	一人だったら高いモチベーションをキープすることが困難。	一人/ジンリ だっ/ダッ たら/タラ 高い/タカイ モチベーション/モチベーション を/ヲ キープ/キープ する/スル こと/コト が/ガ 困難/コンナン 。/。	Synthetic wrong reading for standalone 人. Original annotation had 人/ヒト; the eval row intentionally changes it to 人/ジン.	Manual split of Review: concrete yomi error is present and should be repairable from the available unit/context.
ja_cc_level2:0000000021:u0025:synthetic_review:011	Fix	Review	synthetic_bad_reading_injected	トレーナーが体の変化を一緒に喜んでくれたり、時に厳しく指導してくれることで辛いトレーニングも頑張れます。	トレーナー/トレーナー が/ガ 体/カラダ の/ノ 変化/ヘンカ を/ヲ 一緒/イッショ に/ニ 喜ん/ヨロコン で/デ くれ/クレ たり/タリ 、/、 時/ジ に/ニ 厳しく/キビシク 指導/シドウ し/シ て/テ くれる/クレル こと/コト で/デ 辛い/ツライ トレーニング/トレーニング も/モ 頑張れ/ガンバレ ます/マス 。/。	Synthetic wrong reading for standalone 時. Original annotation had 時/トキ; the eval row intentionally changes it to 時/ジ.	Manual split of Review: concrete yomi error is present and should be repairable from the available unit/context.
ja_cc_level2:0000000021:u0029:synthetic_review:012	Fix	Review	synthetic_bad_reading_injected	強制的じゃないとできない人は、ぜひパーソナルトレーナーをつけてください。	強制的/キョウセイテキ じゃ/ジャ ない/ナイ と/ト でき/デキ ない/ナイ 人/ジン は/ハ 、/、 ぜひ/ゼヒ パーソナル/パーソナル トレーナー/トレーナー を/ヲ つけ/ツケ て/テ ください/クダサイ 。/。	Synthetic wrong reading for standalone 人. Original annotation had 人/ヒト; the eval row intentionally changes it to 人/ジン.	Manual split of Review: concrete yomi error is present and should be repairable from the available unit/context.
ja_cc_level2:0000000021:u0030:synthetic_review:013	Fix	Review	synthetic_bad_reading_injected	普段運動しない人がいきなりジムに通い始めても続くはずもありません。	普段/フダン 運動/ウンドウ し/シ ない/ナイ 人/ジン が/ガ いきなり/イキナリ ジム/ジム に/ニ 通い/カヨイ 始め/ハジメ て/テ も/モ 続く/ツヅク はず/ハズ も/モ あり/アリ ませ/マセ ん/ン 。/。	Synthetic wrong reading for standalone 人. Original annotation had 人/ヒト; the eval row intentionally changes it to 人/ジン.	Manual split of Review: concrete yomi error is present and should be repairable from the available unit/context.
ja_cc_level2:0000000021:u0032:synthetic_review:014	Fix	Review	synthetic_bad_reading_injected	過去にトレーニングをしたことがあるけどリバウンドしてしまった、という人は、トレーニング方法が間違っているという証拠です。	過去/カコ に/ニ トレーニング/トレーニング を/ヲ し/シ た/タ こと/コト が/ガ ある/アル けど/ケド リバウンド/リバウンド し/シ て/テ しまっ/シマッ た/タ 、/、 と/ト いう/イウ 人/ジン は/ハ 、/、 トレーニング/トレーニング 方法/ホウホウ が/ガ 間違っ/マチガッ て/テ いる/イル と/ト いう/イウ 証拠/ショウコ です/デス 。/。	Synthetic wrong reading for standalone 人. Original annotation had 人/ヒト; the eval row intentionally changes it to 人/ジン.	Manual split of Review: concrete yomi error is present and should be repairable from the available unit/context.
ja_cc_level2:0000000021:u0035:synthetic_review:015	Fix	Review	synthetic_bad_reading_injected	一見トレーニングのことを分かっていて、自分なりのやり方を実践しているような人でも、正しい方法でやっていないと必ずどこかで壁にぶつかります。	一見/イッケン トレーニング/トレーニング の/ノ こと/コト を/ヲ 分かっ/ワカッ て/テ い/イ て/テ 、/、 自分/ジブン なり/ナリ の/ノ やり方/ヤリカタ を/ヲ 実践/ジッセン し/シ て/テ いる/イル よう/ヨウ な/ナ 人/ジン で/デ も/モ 、/、 正しい/タダシイ 方法/ホウホウ で/デ やっ/ヤッ て/テ い/イ ない/ナイ と/ト 必ず/カナラズ どこ/ドコ か/カ で/デ 壁/カベ に/ニ ぶつかり/ブツカリ ます/マス 。/。	Synthetic wrong reading for standalone 人. Original annotation had 人/ヒト; the eval row intentionally changes it to 人/ジン.	Manual split of Review: concrete yomi error is present and should be repairable from the available unit/context.
ja_cc_level2:0000000021:u0038:synthetic_review:016	Fix	Review	synthetic_bad_reading_injected	自分には必要ないと思っている人こそ必要なこともあるのです。	自分/ジブン に/ニ は/ハ 必要/ヒツヨウ ない/ナイ と/ト 思っ/オモッ て/テ いる/イル 人/ジン こそ/コソ 必要/ヒツヨウ な/ナ こと/コト も/モ ある/アル の/ノ です/デス 。/。	Synthetic wrong reading for standalone 人. Original annotation had 人/ヒト; the eval row intentionally changes it to 人/ジン.	Manual split of Review: concrete yomi error is present and should be repairable from the available unit/context.
ja_cc_level2:0000000021:u0041:synthetic_review:017	Fix	Review	synthetic_bad_reading_injected	骨盤太郎は一人一人に合った質の高いパーソナルトレーニングを行なっています。	骨盤/コツバン 太郎/タロウ は/ハ 一人一人/ジンリヒトリ に/ニ 合っ/アッ た/タ 質/シツ の/ノ 高い/タカイ パーソナル/パーソナル トレーニング/トレーニング を/ヲ 行なっ/オコナッ て/テ い/イ ます/マス 。/。	Synthetic wrong reading for standalone 人. Original annotation had 人/ヒト; the eval row intentionally changes it to 人/ジン.	Manual split of Review: concrete yomi error is present and should be repairable from the available unit/context.
ja_cc_level2:0000000021:u0042:synthetic_review:018	Fix	Review	synthetic_bad_reading_injected	本気でトレーニングしたい人は専属のトレーナーをつけることをお勧めします。	本気/ホンキ で/デ トレーニング/トレーニング し/シ たい/タイ 人/ジン は/ハ 専属/センゾク の/ノ トレーナー/トレーナー を/ヲ つける/ツケル こと/コト を/ヲ お/オ 勧め/ススメ し/シ ます/マス 。/。	Synthetic wrong reading for standalone 人. Original annotation had 人/ヒト; the eval row intentionally changes it to 人/ジン.	Manual split of Review: concrete yomi error is present and should be repairable from the available unit/context.
ja_cc_level2:0000000022:u0003:synthetic_review:019	Fix	Review	synthetic_bad_reading_injected	なんでもできる魔法使いの魔法ではないけれど、心理学を上手に活かせば、単にアプローチする時よりも、男性の心を今まで以上に自分にむけさせることだって期待できます。	なん/ナン で/デ も/モ できる/デキル 魔法/マホウ 使い/ツカイ の/ノ 魔法/マホウ で/デ は/ハ ない/ナイ けれど/ケレド 、/、 心理学/シンリガク を/ヲ 上手/ジョウズ に/ニ 活かせ/イカセ ば/バ 、/、 単に/タンニ アプローチ/アプローチ する/スル 時/ジ より/ヨリ も/モ 、/、 男性/ダンセイ の/ノ 心/ココロ を/ヲ 今まで/イママデ 以上/イジョウ に/ニ 自分/ジブン に/ニ むけ/ムケ させる/サセル こと/コト だ/ダ って/ッテ 期待/キタイ でき/デキ ます/マス 。/。	Synthetic wrong reading for standalone 時. Original annotation had 時/トキ; the eval row intentionally changes it to 時/ジ.	Manual split of Review: concrete yomi error is present and should be repairable from the available unit/context.
ja_cc_level2:0000000022:u0004:synthetic_review:020	Fix	Review	synthetic_bad_reading_injected	話題の恋愛心理学の教えだと、顔を合わせる時間をそれなりに長くするよりも、顔を見るだけでもいいので、会う回数を多くすることの方が効果があるのです。	話題/ワダイ の/ノ 恋愛/レンアイ 心理学/シンリガク の/ノ 教え/オシエ だ/ダ と/ト 、/、 顔/カオ を/ヲ 合わせる/アワセル 時間/ジカン を/ヲ それ/ソレ なり/ナリ に/ニ 長く/ナガク する/スル より/ヨリ も/モ 、/、 顔/カオ を/ヲ 見る/ケンル だけ/ダケ で/デ も/モ いい/イイ の/ノ で/デ 、/、 会う/アウ 回数/カイスウ を/ヲ 多く/オオク する/スル こと/コト の/ノ 方/ホウ が/ガ 効果/コウカ が/ガ ある/アル の/ノ です/デス 。/。	Synthetic wrong on-yomi-like reading for 見る. Original annotation had 見る/ミル; the eval row intentionally changes it to 見る/ケンル.	Manual split of Review: concrete yomi error is present and should be repairable from the available unit/context.
ja_cc_level2:0000000022:u0011:synthetic_review:021	Fix	Review	synthetic_bad_reading_injected	結婚前提での真剣な出会いや交流を期待しているのでしたら、結婚を視野に入れている人たちが大勢参加している、信頼できるパーティーに参加するのがベストです。	結婚/ケッコン 前提/ゼンテイ で/デ の/ノ 真剣/シンケン な/ナ 出会い/デアイ や/ヤ 交流/コウリュウ を/ヲ 期待/キタイ し/シ て/テ いる/イル の/ノ でし/デシ たら/タラ 、/、 結婚/ケッコン を/ヲ 視野/シヤ に/ニ 入れ/イレ て/テ いる/イル 人/ジン たち/タチ が/ガ 大勢/タイセイ 参加/サンカ し/シ て/テ いる/イル 、/、 信頼/シンライ できる/デキル パーティー/パーティー に/ニ 参加/サンカ する/スル の/ノ が/ガ ベスト/ベスト です/デス 。/。	Synthetic wrong reading for standalone 人. Original annotation had 人/ヒト; the eval row intentionally changes it to 人/ジン.	Manual split of Review: concrete yomi error is present and should be repairable from the available unit/context.
ja_cc_level2:0000000022:u0017:synthetic_review:022	Fix	Review	synthetic_bad_reading_injected	「出会いがない」、そう思っている人もいますが、玉砕も覚悟で挑戦すれば、そこから先には幸せがあなたを待っているのです。	「/「 出会い/デアイ が/ガ ない/ナイ 」/」 、/、 そう/ソウ 思っ/オモッ て/テ いる/イル 人/ジン も/モ い/イ ます/マス が/ガ 、/、 玉砕/ギョクサイ も/モ 覚悟/カクゴ で/デ 挑戦/チョウセン すれ/スレ ば/バ 、/、 そこ/ソコ から/カラ 先/サキ に/ニ は/ハ 幸せ/シアワセ が/ガ あなた/アナタ を/ヲ 待っ/マッ て/テ いる/イル の/ノ です/デス 。/。	Synthetic wrong reading for standalone 人. Original annotation had 人/ヒト; the eval row intentionally changes it to 人/ジン.	Manual split of Review: concrete yomi error is present and should be repairable from the available unit/context.
ja_cc_level2:0000000022:u0019:synthetic_review:023	Fix	Review	synthetic_bad_reading_injected	どんなことをしたら一段とあの人と親しくなることが可能になるのだろうか？	どんな/ドンナ こと/コト を/ヲ し/シ たら/タラ 一/イチ 段/ダン と/ト あの/アノ 人/ジン と/ト 親しく/シタシク なる/ナル こと/コト が/ガ 可能/カノウ に/ニ なる/ナル の/ノ だろう/ダロウ か/カ ？/？	Synthetic wrong reading for standalone 人. Original annotation had 人/ヒト; the eval row intentionally changes it to 人/ジン.	Manual split of Review: concrete yomi error is present and should be repairable from the available unit/context.
ja_cc_level2:0000000022:u0022:synthetic_review:024	Fix	Review	synthetic_bad_reading_injected	そこには魅力的な人との驚きの出会いが期待できますよ。	そこ/ソコ に/ニ は/ハ 魅力的/ミリョクテキ な/ナ 人/ジン と/ト の/ノ 驚き/オドロキ の/ノ 出会い/デアイ が/ガ 期待/キタイ でき/デキ ます/マス よ/ヨ 。/。	Synthetic wrong reading for standalone 人. Original annotation had 人/ヒト; the eval row intentionally changes it to 人/ジン.	Manual split of Review: concrete yomi error is present and should be repairable from the available unit/context.
ja_cc_level2:0000000022:u0026:synthetic_review:025	Fix	Review	synthetic_bad_reading_injected	そうはいっても怖いと感じるのはどんな人でも一緒なんですよ。	そう/ソウ はいっ/ハイッ て/テ も/モ 怖い/コワイ と/ト 感じる/カンジル の/ノ は/ハ どんな/ドンナ 人/ジン で/デ も/モ 一緒/イッショ な/ナ ん/ン です/デス よ/ヨ 。/。	Synthetic wrong reading for standalone 人. Original annotation had 人/ヒト; the eval row intentionally changes it to 人/ジン.	Manual split of Review: concrete yomi error is present and should be repairable from the available unit/context.
ja_cc_level2:0000000022:u0038:synthetic_review:026	Fix	Review	synthetic_bad_reading_injected	「出会い系の会員になってパートナーをつかまえるなんて」と、悪い先入観のある人はまだまだ多いと思います。	「/「 出会い/デアイ 系/ケイ の/ノ 会員/カイイン に/ニ なっ/ナッ て/テ パートナー/パートナー を/ヲ つかまえる/ツカマエル なんて/ナンテ 」/」 と/ト 、/、 悪い/ワルイ 先入観/センニュウカン の/ノ ある/アル 人/ジン は/ハ まだまだ/マダマダ 多い/オオイ と/ト 思い/オモイ ます/マス 。/。	Synthetic wrong reading for standalone 人. Original annotation had 人/ヒト; the eval row intentionally changes it to 人/ジン.	Manual split of Review: concrete yomi error is present and should be repairable from the available unit/context.
ja_cc_level2:0000000025:u0003:synthetic_review:027	Fix	Review	synthetic_bad_reading_injected	そして最近は再婚したという話も聞くようになった。	そして/ソシテ 最近/サイキン は/ハ 再婚/サイコン し/シ た/タ と/ト いう/イウ 話/ハナシ も/モ 聞く/ブンル よう/ヨウ に/ニ なっ/ナッ た/タ 。/。	Synthetic wrong on-yomi-like reading for 聞く. Original annotation had 聞く/キク; the eval row intentionally changes it to 聞く/ブンル.	Manual split of Review: concrete yomi error is present and should be repairable from the available unit/context.
ja_cc_level2:0000000025:u0005:synthetic_review:028	Fix	Review	synthetic_bad_reading_injected	子供がいる人たちが再婚で結ばれる。	子供/コドモ が/ガ いる/イル 人/ジン たち/タチ が/ガ 再婚/サイコン で/デ 結ば/ムスバ れる/レル 。/。	Synthetic wrong reading for standalone 人. Original annotation had 人/ヒト; the eval row intentionally changes it to 人/ジン.	Manual split of Review: concrete yomi error is present and should be repairable from the available unit/context.
ja_cc_level2:0000000025:u0105:synthetic_review:029	Fix	Review	synthetic_bad_reading_injected	この曲の歌詞に登場する“年上の人”とは誰のことなのか？	この/コノ 曲/キョク の/ノ 歌詞/カシ に/ニ 登場/トウジョウ する/スル “/“ 年上/トシウエ の/ノ 人/ジン ”/” と/ト は/ハ 誰/ダレ の/ノ こと/コト な/ナ の/ノ か/カ ？/？	Synthetic wrong reading for standalone 人. Original annotation had 人/ヒト; the eval row intentionally changes it to 人/ジン.	Manual split of Review: concrete yomi error is present and should be repairable from the available unit/context.
ja_cc_level2:0000000027:u0001:synthetic_review:030	Fix	Review	synthetic_bad_reading_injected	最初に飲んだ時は正直ちょっと苦手でした。	最初/サイショ に/ニ 飲ん/ノン だ/ダ 時/ジ は/ハ 正直/ショウジキ ちょっと/チョット 苦手/ニガテ でし/デシ た/タ 。/。	Synthetic wrong reading for standalone 時. Original annotation had 時/トキ; the eval row intentionally changes it to 時/ジ.	Manual split of Review: concrete yomi error is present and should be repairable from the available unit/context.
