unit_id	expected_status	label_source	eval_tags	text	rendered	note
ja_cc_level2:0000000024:u0007	OK	manual_dev_numeric_expansion_v1	dev_batch_0003,numeric_blank	方針6.個人情報保護に関する法令を遵守し、また個人情報保護に関する社内規程を定め、継続的な見直しを行い遵守します。	方針/ホウシン 6/ ./. 個人/コジン 情報/ジョウホウ 保護/ホゴ に/ニ 関する/カンスル 法令/ホウレイ を/ヲ 遵守/ジュンシュ し/シ 、/、 また/マタ 個人/コジン 情報/ジョウホウ 保護/ホゴ に/ニ 関する/カンスル 社内/シャナイ 規程/キテイ を/ヲ 定め/サダメ 、/、 継続的/ケイゾクテキ な/ナ 見直し/ミナオシ を/ヲ 行い/オコナイ 遵守/ジュンシュ し/シ ます/マス 。/。	Draft OK numeric case: blank numeric readings are intentional; non-numeric yomi was visually checked as acceptable for first-pass triage.
ja_cc_level2:0000000025:u0002	OK	manual_dev_numeric_expansion_v1	dev_batch_0003,numeric_blank	子供がいないケースだと1〜3年程度、いるケースだと3〜5年(子供がまだ小さい)が多い。	子供/コドモ が/ガ い/イ ない/ナイ ケース/ケース だ/ダ と/ト 1/ 〜/〜 3/ 年/ネン 程度/テイド 、/、 いる/イル ケース/ケース だ/ダ と/ト 3/ 〜/〜 5/ 年/ネン (/( 子供/コドモ が/ガ まだ/マダ 小さい/チイサイ )/) が/ガ 多い/オオイ 。/。	Draft OK numeric case: blank numeric readings are intentional; non-numeric yomi was visually checked as acceptable for first-pass triage.
ja_cc_level2:0000000025:u0067	OK	manual_dev_numeric_expansion_v1	dev_batch_0003,numeric_blank	1959年12月30日、彼女はイギリスのバークシャー州スラウで生まれた。	1959/ 年/ネン 12/ 月/ガツ 30/ 日/ニチ 、/、 彼女/カノジョ は/ハ イギリス/イギリス の/ノ バークシャー/バークシャー 州/シュウ スラ/スラ ウ/ウ で/デ 生まれ/ウマレ た/タ 。/。	Draft OK numeric case: blank numeric readings are intentional; non-numeric yomi was visually checked as acceptable for first-pass triage.
ja_cc_level2:0000000025:u0115	OK	manual_dev_numeric_expansion_v1	dev_batch_0003,numeric_blank	ロック黄金期（60〜70年代）の音楽をかじった経験のある人間なら必ず知っていると言っても過言ではない“伝説のドラマー”である。	ロック/ロック 黄金/オウゴン 期/キ （/（ 60/ 〜/〜 70/ 年/ネン 代/ダイ ）/） の/ノ 音楽/オンガク を/ヲ かじっ/カジッ た/タ 経験/ケイケン の/ノ ある/アル 人間/ニンゲン なら/ナラ 必ず/カナラズ 知っ/シッ て/テ いる/イル と/ト 言っ/イッ て/テ も/モ 過言/カゴン で/デ は/ハ ない/ナイ “/“ 伝説/デンセツ の/ノ ドラマー/ドラマー ”/” で/デ ある/アル 。/。	Draft OK numeric case: blank numeric readings are intentional; non-numeric yomi was visually checked as acceptable for first-pass triage.
ja_cc_level2:0000000025:u0121	OK	manual_dev_numeric_expansion_v1	dev_batch_0003,numeric_blank	序盤1分くらいはバンド全体で演奏されるグルーヴィーなテーマがひとしきり…そして、おもむろにボンゾのソロに切り替わる。	序盤/ジョバン 1/ 分/フン くらい/クライ は/ハ バンド/バンド 全体/ゼンタイ で/デ 演奏/エンソウ さ/サ れる/レル グルー/グルー ヴィー/ヴィー な/ナ テーマ/テーマ が/ガ ひとしきり/ヒトシキリ …/… / / そして/ソシテ 、/、 おもむろに/オモムロニ ボン/ボン ゾ/ゾ の/ノ ソロ/ソロ に/ニ 切り替わる/キリカワル 。/。	Draft OK numeric case: blank numeric readings are intentional; non-numeric yomi was visually checked as acceptable for first-pass triage.
ja_cc_level2:0000000037:u0023	OK	manual_dev_numeric_expansion_v1	dev_batch_0003,numeric_blank	では、その中身がどうなっているのか。	で/デ は/ハ 、/、 その/ソノ 中身/ナカミ が/ガ どう/ドウ なっ/ナッ て/テ いる/イル の/ノ か/カ 。/。	Draft OK numeric case: blank numeric readings are intentional; non-numeric yomi was visually checked as acceptable for first-pass triage.
ja_cc_level2:0000000037:u0055	Review	manual_dev_numeric_expansion_v1	dev_batch_0003,numeric_blank,person_kata,person_kata_candidate	関西圏以外の方に説明すると、ポルトガル代表におけるクリロナ、エジプト代表におけるサラーと同等かそれ以上と言えばいいだろうか。	関西圏/カンサイケン 以外/イガイ の/ノ 方/ホウ に/ニ 説明/セツメイ する/スル と/ト 、/、 ポルトガル/ポルトガル 代表/ダイヒョウ に/ニ おけ/オケ る/ル クリ/クリ ロ/ロ ナ/ナ 、/、 エジプト/エジプト 代表/ダイヒョウ に/ニ おけ/オケ る/ル サラー/サラー と/ト 同等/ドウトウ か/カ それ/ソレ 以上/イジョウ と/ト 言え/イエ ば/バ いい/イイ だろう/ダロウ か/カ 。/。	Draft Review: numeric blank reading is acceptable, but person 方 is annotated ホウ where カタ is required.
ja_cc_level2:0000000040:u0008	OK	manual_dev_numeric_expansion_v1	dev_batch_0003,numeric_blank,segmented_inflection	日本ではあまり聞いたことがないと思いますので、ご紹介！	日本/ニッポン で/デ は/ハ あまり/アマリ 聞い/キイ た/タ こと/コト が/ガ ない/ナイ と/ト 思い/オモイ ます/マス の/ノ で/デ 、/、 ご/ゴ 紹介/ショウカイ ！/！	Draft OK numeric case: blank numeric readings are intentional; non-numeric yomi was visually checked as acceptable for first-pass triage.
ja_cc_level2:0000000021:u0022	OK	manual_dev_compact_false_positive_v1	compact_false_positive,dev_batch_0003,segmented_inflection,segmented_inflection_ok	どんな食生活を送っているのかを報告し、改善点を一緒に見つけましょう。	どんな/ドンナ 食生活/ショクセイカツ を/ヲ 送っ/オクッ て/テ いる/イル の/ノ か/カ を/ヲ 報告/ホウコク し/シ 、/、 改善点/カイゼンテン を/ヲ 一緒/イッショ に/ニ 見つけ/ミツケ ましょう/マショウ 。/。	Draft OK compact false-positive case: compact prompt over-reviewed, but full rendered yomi was visually checked as acceptable for first-pass triage.
ja_cc_level2:0000000021:u0024	OK	manual_dev_compact_false_positive_v1	compact_false_positive,dev_batch_0003,segmented_inflection_ok	一人だったら高いモチベーションをキープすることが困難。	一人/ヒトリ だっ/ダッ たら/タラ 高い/タカイ モチベーション/モチベーション を/ヲ キープ/キープ する/スル こと/コト が/ガ 困難/コンナン 。/。	Draft OK compact false-positive case: compact prompt over-reviewed, but full rendered yomi was visually checked as acceptable for first-pass triage.
ja_cc_level2:0000000021:u0037	OK	manual_dev_compact_false_positive_v1	compact_false_positive,dev_batch_0003,segmented_inflection_ok	そんな時にパーソナルトレーニングを利用すれば、案外簡単にスランプから抜け出せたりします。	そんな/ソンナ 時/トキ に/ニ パーソナル/パーソナル トレーニング/トレーニング を/ヲ 利用/リヨウ すれ/スレ ば/バ 、/、 案外/アンガイ 簡単/カンタン に/ニ スランプ/スランプ から/カラ 抜け出せ/ヌケダセ たり/タリ し/シ ます/マス 。/。	Draft OK compact false-positive case: compact prompt over-reviewed, but full rendered yomi was visually checked as acceptable for first-pass triage.
ja_cc_level2:0000000021:u0040	OK	manual_dev_compact_false_positive_v1	compact_false_positive,dev_batch_0003,segmented_inflection_ok	ただ頭に入れておいてもらいたいのは、楽して理想の体型を手に入れられることはないということ。	ただ/タダ 頭/アタマ に/ニ 入れ/イレ て/テ おい/オイ て/テ もらい/モライ たい/タイ の/ノ は/ハ 、/、 楽/ラク し/シ て/テ 理想/リソウ の/ノ 体型/タイケイ を/ヲ 手/テ に/ニ 入れ/イレ られる/ラレル こと/コト は/ハ ない/ナイ と/ト いう/イウ こと/コト 。/。	Draft OK compact false-positive case: compact prompt over-reviewed, but full rendered yomi was visually checked as acceptable for first-pass triage.
ja_cc_level2:0000000022:u0001	OK	manual_dev_compact_false_positive_v1	compact_false_positive,dev_batch_0003,segmented_inflection_ok	自らのイメージを本物以上に見せたいと思ったときに必須となるのが、恋愛テクニックということ。	自ら/ミズカラ の/ノ イメージ/イメージ を/ヲ 本物/ホンモノ 以上/イジョウ に/ニ 見せ/ミセ たい/タイ と/ト 思っ/オモッ た/タ とき/トキ に/ニ 必須/ヒッス と/ト なる/ナル の/ノ が/ガ 、/、 恋愛/レンアイ テクニック/テクニック と/ト いう/イウ こと/コト 。/。	Draft OK compact false-positive case: compact prompt over-reviewed, but full rendered yomi was visually checked as acceptable for first-pass triage.
ja_cc_level2:0000000022:u0012	OK	manual_dev_compact_false_positive_v1	compact_false_positive,dev_batch_0003,segmented_inflection_ok	恋愛にも役立つ心理学のノウハウとかパターンなどを活用していけば、苦しむばっかりで克服できなかったことや二の足を踏んでいたことに対して、積極的な結論に至ることがきっとあるでしょう。	恋愛/レンアイ に/ニ も/モ 役立つ/ヤクダツ 心理学/シンリガク の/ノ ノウハウ/ノウハウ と/ト か/カ パターン/パターン など/ナド を/ヲ 活用/カツヨウ し/シ て/テ いけ/イケ ば/バ 、/、 苦しむ/クルシム ばっかり/バッカリ で/デ 克服/コクフク でき/デキ なかっ/ナカッ た/タ こと/コト や/ヤ 二の足/ニノアシ を/ヲ 踏ん/フン で/デ い/イ た/タ こと/コト に/ニ 対し/タイシ て/テ 、/、 積極的/セッキョクテキ な/ナ 結論/ケツロン に/ニ 至る/イタル こと/コト が/ガ きっと/キット ある/アル でしょう/デショウ 。/。	Draft OK compact false-positive case: compact prompt over-reviewed, but full rendered yomi was visually checked as acceptable for first-pass triage.
ja_cc_level2:0000000022:u0019	OK	manual_dev_compact_false_positive_v1	compact_false_positive,dev_batch_0003,segmented_inflection_ok	どんなことをしたら一段とあの人と親しくなることが可能になるのだろうか？	どんな/ドンナ こと/コト を/ヲ し/シ たら/タラ 一/イチ 段/ダン と/ト あの/アノ 人/ヒト と/ト 親しく/シタシク なる/ナル こと/コト が/ガ 可能/カノウ に/ニ なる/ナル の/ノ だろう/ダロウ か/カ ？/？	Draft OK compact false-positive case: compact prompt over-reviewed, but full rendered yomi was visually checked as acceptable for first-pass triage.
ja_cc_level2:0000000022:u0023	OK	manual_dev_compact_false_positive_v1	compact_false_positive,dev_batch_0003,segmented_inflection_ok	あなたが恋愛相談で時間を取ってもらっている人というのは、正真正銘好人物なのでしょうか？	あなた/アナタ が/ガ 恋愛/レンアイ 相談/ソウダン で/デ 時間/ジカン を/ヲ 取っ/トッ て/テ もらっ/モラッ て/テ いる/イル 人/ヒト と/ト いう/イウ の/ノ は/ハ 、/、 正真/ショウシン 正銘/ショウメイ 好人物/コウジンブツ な/ナ の/ノ でしょう/デショウ か/カ ？/？	Draft OK compact false-positive case: compact prompt over-reviewed, but full rendered yomi was visually checked as acceptable for first-pass triage.
ja_cc_level2:0000000022:u0024	OK	manual_dev_compact_false_positive_v1	compact_false_positive,dev_batch_0003,segmented_inflection,segmented_inflection_ok	まさかとは思いますが、考えもしなかったような思惑があったり、ショックを齎す危険性もあります。	まさか/マサカ と/ト は/ハ 思い/オモイ ます/マス が/ガ 、/、 考え/カンガエ も/モ し/シ なかっ/ナカッ た/タ よう/ヨウ な/ナ 思惑/オモワク が/ガ あっ/アッ たり/タリ 、/、 ショック/ショック を/ヲ 齎す/モタラス 危険性/キケンセイ も/モ あり/アリ ます/マス 。/。	Draft OK compact false-positive case: compact prompt over-reviewed, but full rendered yomi was visually checked as acceptable for first-pass triage.
ja_cc_level2:0000000022:u0029	OK	manual_dev_compact_false_positive_v1	compact_false_positive,dev_batch_0003,segmented_inflection_ok	時間をかけた末にどうにか出来そうな相手と会える段階にまで進んでも、お金にうるさいと、向こうだって遠ざかってしまいます。	時間/ジカン を/ヲ かけ/カケ た/タ 末/スエ に/ニ どう/ドウ に/ニ か/カ 出来/デキ そう/ソウ な/ナ 相手/アイテ と/ト 会える/アエル 段階/ダンカイ に/ニ まで/マデ 進ん/ススン で/デ も/モ 、/、 お金/オカネ に/ニ うるさい/ウルサイ と/ト 、/、 向こう/ムコウ だ/ダ って/ッテ 遠ざかっ/トオザカッ て/テ しまい/シマイ ます/マス 。/。	Draft OK compact false-positive case: compact prompt over-reviewed, but full rendered yomi was visually checked as acceptable for first-pass triage.
ja_cc_level2:0000000022:u0030	OK	manual_dev_compact_false_positive_v1	compact_false_positive,dev_batch_0003,segmented_inflection_ok	出会いがない…そんな風に感じている場合でも、意外と出会いのきっかけというのはあるんですよ。	出会い/デアイ が/ガ ない/ナイ …/… / / そんな/ソンナ 風/カゼ に/ニ 感じ/カンジ て/テ いる/イル 場合/バアイ で/デ も/モ 、/、 意外/イガイ と/ト 出会い/デアイ の/ノ きっかけ/キッカケ と/ト いう/イウ の/ノ は/ハ ある/アル ん/ン です/デス よ/ヨ 。/。	Draft OK compact false-positive case: compact prompt over-reviewed, but full rendered yomi was visually checked as acceptable for first-pass triage.
ja_cc_level2:0000000022:u0033	OK	manual_dev_compact_false_positive_v1	compact_false_positive,dev_batch_0003,segmented_inflection_ok	恋愛成就に向けて、意味があるお互いの気持ちの駆け引き。	恋愛/レンアイ 成就/ジョウジュ に/ニ 向け/ムケ て/テ 、/、 意味/イミ が/ガ ある/アル お/オ 互い/タガイ の/ノ 気持ち/キモチ の/ノ 駆け引き/カケヒキ 。/。	Draft OK compact false-positive case: compact prompt over-reviewed, but full rendered yomi was visually checked as acceptable for first-pass triage.
ja_cc_level2:0000000022:u0035	OK	manual_dev_compact_false_positive_v1	compact_false_positive,dev_batch_0003,segmented_inflection_ok	パートナーに気を利かせながら喜んでもらう。	パートナー/パートナー に/ニ 気/キ を/ヲ 利か/キカ せ/セ ながら/ナガラ 喜ん/ヨロコン で/デ もらう/モラウ 。/。	Draft OK compact false-positive case: compact prompt over-reviewed, but full rendered yomi was visually checked as acceptable for first-pass triage.
ja_cc_level2:0000000024:u0010	OK	manual_dev_compact_false_positive_v1	compact_false_positive,dev_batch_0003,segmented_inflection_ok	なお、A.の場合、広告加盟店における個人情報の取扱いについては、各企業・団体に直接お問合せ下さい。	なお/ナオ 、/、 A/アール ./. の/ノ 場合/バアイ 、/、 広告/コウコク 加盟店/カメイテン に/ニ おけ/オケ る/ル 個人/コジン 情報/ジョウホウ の/ノ 取扱い/トリアツカイ に/ニ つい/ツイ て/テ は/ハ 、/、 各企業/カクキギョウ ・/・ 団体/ダンタイ に/ニ 直接/チョクセツ お/オ 問合せ/トイアワセ 下さい/クダサイ 。/。	Draft OK compact false-positive case: compact prompt over-reviewed, but full rendered yomi was visually checked as acceptable for first-pass triage.
ja_cc_level2:0000000024:u0012	OK	manual_dev_compact_false_positive_v1	compact_false_positive,dev_batch_0003,segmented_inflection_ok	あらかじめご了承のうえ、サービスをご利用ください。	あらかじめ/アラカジメ ご/ゴ 了承/リョウショウ の/ノ うえ/ウエ 、/、 サービス/サービス を/ヲ ご利用/ゴリヨウ ください/クダサイ 。/。	Draft OK compact false-positive case: compact prompt over-reviewed, but full rendered yomi was visually checked as acceptable for first-pass triage.
ja_cc_level2:0000000024:u0015	OK	manual_dev_compact_false_positive_v1	compact_false_positive,dev_batch_0003,segmented_inflection_ok	個人を特定できない統計データについては、当サイト運営者は何ら制限なく利用することができるものとします。	個人/コジン を/ヲ 特定/トクテイ でき/デキ ない/ナイ 統計/トウケイ データ/データ に/ニ つい/ツイ て/テ は/ハ 、/、 当/トウ サイト/サイト 運営/ウンエイ 者/シャ は/ハ 何/ナン ら/ラ 制限/セイゲン なく/ナク 利用/リヨウ する/スル こと/コト が/ガ できる/デキル もの/モノ と/ト し/シ ます/マス 。/。	Draft OK compact false-positive case: compact prompt over-reviewed, but full rendered yomi was visually checked as acceptable for first-pass triage.
ja_cc_level2:0000000024:u0020	OK	manual_dev_compact_false_positive_v1	compact_false_positive,dev_batch_0003,segmented_inflection_ok	当サイト運営者は、次に示す内容を含む個人情報の収集は原則として行いません。	当/トウ サイト/サイト 運営/ウンエイ 者/シャ は/ハ 、/、 次/ツギ に/ニ 示す/シメス 内容/ナイヨウ を/ヲ 含む/フクム 個人/コジン 情報/ジョウホウ の/ノ 収集/シュウシュウ は/ハ 原則/ゲンソク と/ト し/シ て/テ 行い/オコナイ ませ/マセ ん/ン 。/。	Draft OK compact false-positive case: compact prompt over-reviewed, but full rendered yomi was visually checked as acceptable for first-pass triage.
ja_cc_level2:0000000024:u0022	OK	manual_dev_compact_false_positive_v1	compact_false_positive,dev_batch_0003,segmented_inflection_ok	ユーザーのプライバシーの保護、利便性の向上、広告の配信、及び統計データの取得のため、Cookie（クッキー）を使用します。	ユーザー/ユーザー の/ノ プライバシー/プライバシー の/ノ 保護/ホゴ 、/、 利便性/リベンセイ の/ノ 向上/コウジョウ 、/、 広告/コウコク の/ノ 配信/ハイシン 、/、 及び/オヨビ 統計/トウケイ データ/データ の/ノ 取得/シュトク の/ノ ため/タメ 、/、 Cookie/クッキー （/（ クッキー/クッキー ）/） を/ヲ 使用/シヨウ し/シ ます/マス 。/。	Draft OK compact false-positive case: compact prompt over-reviewed, but full rendered yomi was visually checked as acceptable for first-pass triage.
ja_cc_level2:0000000025:u0010	OK	manual_dev_compact_false_positive_v1	compact_false_positive,dev_batch_0003,segmented_inflection_ok	「同性の相手に自分の親を取られる」というライバル視や心配が少ないからだ。	「/「 同性/ドウセイ の/ノ 相手/アイテ に/ニ 自分/ジブン の/ノ 親/オヤ を/ヲ 取ら/トラ れる/レル 」/」 と/ト いう/イウ ライバル/ライバル 視/シ や/ヤ 心配/シンパイ が/ガ 少ない/スクナイ から/カラ だ/ダ 。/。	Draft OK compact false-positive case: compact prompt over-reviewed, but full rendered yomi was visually checked as acceptable for first-pass triage.
ja_cc_level2:0000000025:u0011	OK	manual_dev_compact_false_positive_v1	compact_false_positive,dev_batch_0003,segmented_inflection_ok	主人公のアリスを演じたエレン・バースティンは、この時私生活でも離婚したばかり。	主人公/シュジンコウ の/ノ アリス/アリス を/ヲ 演じ/エンジ た/タ エレン/エレン ・/・ バース/バース ティン/ティン は/ハ 、/、 この/コノ 時/トキ 私生活/シセイカツ で/デ も/モ 離婚/リコン し/シ た/タ ばかり/バカリ 。/。	Draft OK compact false-positive case: compact prompt over-reviewed, but full rendered yomi was visually checked as acceptable for first-pass triage.
ja_cc_level2:0000000025:u0012	OK	manual_dev_compact_false_positive_v1	compact_false_positive,dev_batch_0003,segmented_inflection_ok	脚本を読んで大きな共感を抱き、自立を目指す女性の姿に自らをダブらせたという。	脚本/キャクホン を/ヲ 読ん/ヨン で/デ 大きな/オオキナ 共感/キョウカン を/ヲ 抱き/イダキ 、/、 自立/ジリツ を/ヲ 目指す/メザス 女性/ジョセイ の/ノ 姿/スガタ に/ニ 自ら/ミズカラ を/ヲ ダブら/ダブラ せ/セ た/タ と/ト いう/イウ 。/。	Draft OK compact false-positive case: compact prompt over-reviewed, but full rendered yomi was visually checked as acceptable for first-pass triage.
ja_cc_level2:0000000025:u0014	OK	manual_dev_compact_false_positive_v1	compact_false_positive,dev_batch_0003,segmented_inflection,segmented_inflection_ok	それまで平凡な生活を送っていた主婦が一度は諦めた夢に向かって歩み始める。	それ/ソレ まで/マデ 平凡/ヘイボン な/ナ 生活/セイカツ を/ヲ 送っ/オクッ て/テ い/イ た/タ 主婦/シュフ が/ガ 一/イチ 度/ド は/ハ 諦め/アキラメ た/タ 夢/ユメ に/ニ 向かっ/ムカッ て/テ 歩み/アユミ 始める/ハジメル 。/。	Draft OK compact false-positive case: compact prompt over-reviewed, but full rendered yomi was visually checked as acceptable for first-pass triage.
ja_cc_level2:0000000025:u0017	OK	manual_dev_compact_false_positive_v1	compact_false_positive,dev_batch_0003,segmented_inflection_ok	バースティンはその虚飾のない誠実な対応に信頼を寄せた。	バース/バース ティン/ティン は/ハ その/ソノ 虚飾/キョショク の/ノ ない/ナイ 誠実/セイジツ な/ナ 対応/タイオウ に/ニ 信頼/シンライ を/ヲ 寄せ/ヨセ た/タ 。/。	Draft OK compact false-positive case: compact prompt over-reviewed, but full rendered yomi was visually checked as acceptable for first-pass triage.
ja_cc_level2:0000000025:u0040	OK	manual_dev_compact_false_positive_v1	compact_false_positive,dev_batch_0003,segmented_inflection,segmented_inflection_ok	その夫が事故死すると、一時の悲しみは安堵感へと変わり、自己の再発見＝歌手になる夢が蘇る。	その/ソノ 夫/オット が/ガ 事故死/ジコシ する/スル と/ト 、/、 一時/イチジ の/ノ 悲しみ/カナシミ は/ハ 安堵/アンド 感/カン へ/ヘ と/ト 変わり/カワリ 、/、 自己/ジコ の/ノ 再発見/サイハッケン ＝/＝ 歌手/カシュ に/ニ なる/ナル 夢/ユメ が/ガ 蘇る/ヨミガエル 。/。	Draft OK compact false-positive case: compact prompt over-reviewed, but full rendered yomi was visually checked as acceptable for first-pass triage.
ja_cc_level2:0000000025:u0041	OK	manual_dev_compact_false_positive_v1	compact_false_positive,dev_batch_0003,segmented_inflection_ok	故郷のモンタレーへ帰って夢を叶えようとするアリスは、息子を連れ立って車で出発。	故郷/コキョウ の/ノ モンタ/モンタ レー/レー へ/ヘ 帰っ/カエッ て/テ 夢/ユメ を/ヲ 叶えよう/カナエヨウ と/ト する/スル アリス/アリス は/ハ 、/、 息子/ムスコ を/ヲ 連れ立っ/ツレダッ て/テ 車/クルマ で/デ 出発/シュッパツ 。/。	Draft OK compact false-positive case: compact prompt over-reviewed, but full rendered yomi was visually checked as acceptable for first-pass triage.
